query,relevant_returned,recall@30,returned_book,relevance
독일 민법,1,0.500,Etymologie / Rüdiger Schmitt,0
독일 민법,1,0.500,Gebhardt Handbuch der deutschen Geschichte Band 21 / Karl Dietrich Erdmann,0
독일 민법,1,0.500,Geschichte der deutschen Sprache / Peter von Polenz,0
독일 민법,1,0.500,Gesetz über Gesellschaften mit beschränkter Haftung idF GmbH Nov 1980 / Fritz Schoenherr,0
독일 민법,1,0.500,Herrschafts- und Staatsbildung im Raum der heutigen Landkreise Brückenau und Hammelburg Studien zum Historischen Atlas von Bayern-Teil Franken / .,0
독일 민법,1,0.500,Kleines Deutschlandbuch für Ausländer / Rudolf Meldau,0
독일 민법,1,0.500,Komplex Österreich / Wolfgang Müller-Funk,0
독일 민법,1,0.500,Protokolle 73/2 / Hrsg.v.Otto Breicha,0
독일 민법,1,0.500,"Strafprozeßordnung / Foregger, Serini",0
독일 민법,1,0.500,Tatsachen über Deutschland / Frankfurter Societaetas-Medien GmbH,0
독일 민법,1,0.500,Tatsachen über Deutschland / Frankfurter Societaetas-Medien GmbH,0
독일 민법,1,0.500,Tatsachen über Deutschland / Frankfurter Societaetas-Medien GmbH,0
독일 민법,1,0.500,"Zur Reform der deutschen Rechtschreibung / Christian Meier, Peter Eisenberg",0
독일 민법,1,0.500,독일 교양 소설 연구 / 오한진,0
독일 민법,1,0.500,독일 국민에게 고함 / Johann Gottlieb Fichte,0
독일 민법,1,0.500,독일사회소설론 / 이정길교수 추모위원회,0
독일 민법,1,0.500,문학이 남긴 유토피아의 흔적 -40년 동독의 문학과 정치- / 요아힘-뤼디거 그로츠,0
독일 통일,1,0.200,독일 통일 한국 통일 / 손성홍,1
독일 통일,1,0.200,2/1998 Schwerpunkt: Deutsch zwischen den Kulturen / Hans-Jürgen Krumm,0
독일 통일,1,0.200,DEUTSCHE AKADEMIE FÜR SPRACHE UND DICHTUNG JAHRBUCH 1971 / Deutsche Akademie für Sprache und Dichtung,0
독일 통일,1,0.200,Das Decameron / Heinrich Böll,0
독일 통일,1,0.200,Das Nationalsozialistengesetz mit Verbotsgesetz / Dr. Egon Praunegger,0
독일 통일,1,0.200,Der Fall Deutschland / Piper,0
독일 통일,1,0.200,"Deutsche Flugschriften, Flugblätter, Gegenwartsalltag, Flugblätter der bürgerlichen Nationalgesichter / Adolf Leins/Franz-Martin Schmölz",0
독일 통일,1,0.200,Deutsche Kurzgeschichten I 9.-10. Schuljahr / Günter Lange,0
독일 통일,1,0.200,Deutsche Sprache gegenwart und Neuzeit / Walter Kühn,0
독일 통일,1,0.200,Deutsche und Juden / Wanda Kampmann,0
독일 통일,1,0.200,Deutschland im 19. Jahrhundert / Manfred Görtemaker,0
독일 통일,1,0.200,"Deutschland, Deutschland, über alles... / Bertolt Brecht",0
독일 통일,1,0.200,Deutschland. Ein Märchen / Wolf Biermann,0
독일 통일,1,0.200,Deutschlands Wiederkehr - Eine ungeteilte Nachkriegsgeschichte 1945-1990 / Peter Bender,0
독일 통일,1,0.200,Die Weimarer Republik 1918 1933 / Bracher/Funke/Jacobsen (Hrsg.),0
독일 통일,1,0.200,Etymologie / Rüdiger Schmitt,0
독일 통일,1,0.200,Gebhardt Handbuch der deutschen Geschichte Band 21 / Karl Dietrich Erdmann,0
독일 통일,1,0.200,Germanistik im Europäischen Hochschulraum / HRK(Hochschulrektorenferenz),0
독일 통일,1,0.200,Geschichte der deutschen Sprache / Peter von Polenz,0
독일 통일,1,0.200,"Geschichte der deutschen Sprache Teil 2 Althochdeutsch, Mittelhochdeutsch und Frühneuhochdeutsch / Wilhelm Schmidt",0
독일 통일,1,0.200,Gesetz über Gesellschaften mit beschränkter Haftung idF GmbH Nov 1980 / Fritz Schoenherr,0
독일 통일,1,0.200,Herrschafts- und Staatsbildung im Raum der heutigen Landkreise Brückenau und Hammelburg Studien zum Historischen Atlas von Bayern-Teil Franken / .,0
독일 통일,1,0.200,Kleines Deutschlandbuch für Ausländer / Rudolf Meldau,0
독일 통일,1,0.200,Kleines Deutschlandbuch für Ausländer / Rudolf Meldau,0
독일 통일,1,0.200,Komplex Österreich / Wolfgang Müller-Funk,0
독일 통일,1,0.200,Protokolle 73/2 / Hrsg.v.Otto Breicha,0
독일 통일,1,0.200,Tatsachen über Deutschland / Frankfurter Societaetas-Medien GmbH,0
독일 통일,1,0.200,Wien Wörtlich / Josef Weinheber,0
독일 통일,1,0.200,독일사회소설론 / 이정길교수 추모위원회,0
독일 통일,1,0.200,독일어문학 제 41집 16권 2호 2008 / 한국독일어문학회,0
독일 통일,1,0.200,외국인을 위한 독일어교본 / 독일어교육연구원,0
현대 독일 정치,2,1.000,Ansätze zu einer pragmatischen Sprachgeschichte / Horst Sitta,0
현대 독일 정치,2,1.000,BIBLIOGRAPHIE ZUR DEUTSCHLANDPOLITIK 1941-1974 / Karl dietrich Bracher et al.,0
현대 독일 정치,2,1.000,DEUTSCHE AKADEMIE FÜR SPRACHE UND DICHTUNG JAHRBUCH 1973 / Deutsche Akademie für Sprache und Dichtung,0
현대 독일 정치,2,1.000,Das Decameron / Heinrich Böll,0
현대 독일 정치,2,1.000,Das Nationalsozialistengesetz mit Verbotsgesetz / Dr. Egon Praunegger,0
현대 독일 정치,2,1.000,De re publica Vom Gemeinwesen (Lateinisch/Deutsch) / Karl Büchner,0
현대 독일 정치,2,1.000,Der Fall Deutschland / Piper,0
현대 독일 정치,2,1.000,Der Untertan. Im Schlaraffenland / Heinrich Mann,0
현대 독일 정치,2,1.000,"Deutsche Flugschriften, Flugblätter, Gegenwartsalltag, Flugblätter der bürgerlichen Nationalgesichter / Adolf Leins/Franz-Martin Schmölz",0
현대 독일 정치,2,1.000,Deutsche und Juden / Wanda Kampmann,0
현대 독일 정치,2,1.000,Deutschland im 19. Jahrhundert / Manfred Görtemaker,0
현대 독일 정치,2,1.000,Deutschland. Ein Märchen / Wolf Biermann,0
현대 독일 정치,2,1.000,Deutschlands Wiederkehr - Eine ungeteilte Nachkriegsgeschichte 1945-1990 / Peter Bender,0
현대 독일 정치,2,1.000,Die Parteien der Bundesrepublik Deutschland / Ossip K. Flechtheim,1
현대 독일 정치,2,1.000,Die Weimarer Republik 1918 1933 / Bracher/Funke/Jacobsen (Hrsg.),0
현대 독일 정치,2,1.000,Ein Land auf dem rechten Weg? / Günter Scheidl,0
현대 독일 정치,2,1.000,Gebhardt Handbuch der deutschen Geschichte Band 21 / Karl Dietrich Erdmann,0
현대 독일 정치,2,1.000,Gesetz über Gesellschaften mit beschränkter Haftung idF GmbH Nov 1980 / Fritz Schoenherr,0
현대 독일 정치,2,1.000,Jahrbuch 1997 / Hans-Jürgen Krumm,0
현대 독일 정치,2,1.000,Kleines Deutschlandbuch für Ausländer / Rudolf Meldau,0
현대 독일 정치,2,1.000,Komplex Österreich / Wolfgang Müller-Funk,0
현대 독일 정치,2,1.000,Modernes Deutsches Drama 2 / F.N.Mennemeier,0
현대 독일 정치,2,1.000,Politische Bildung in der Bundesrepublik / Hans Helmuth Knütter,1
현대 독일 정치,2,1.000,Protokolle 73/2 / Hrsg.v.Otto Breicha,0
현대 독일 정치,2,1.000,Tatsachen über Deutschland / Frankfurter Societaetas-Medien GmbH,0
현대 독일 정치,2,1.000,Unterm Rad / Hermann Hesse,0
현대 독일 정치,2,1.000,"Zur Reform der deutschen Rechtschreibung / Christian Meier, Peter Eisenberg",0
현대 독일 정치,2,1.000,독일시인론 / 김주연,0
현대 독일 정치,2,1.000,문학이 남긴 유토피아의 흔적 -40년 동독의 문학과 정치- / 요아힘-뤼디거 그로츠,0
현대 독일 정치,2,1.000,"프랑스 혁명과 독일 문학 / 안삼환, 임정택",0
독일 산업,0,0.000,2/1998 Schwerpunkt: Deutsch zwischen den Kulturen / Hans-Jürgen Krumm,0
독일 산업,0,0.000,Althochdeutsches Wörterbuch / Rudolf Schützeichel,0
독일 산업,0,0.000,DEUTSCHE AKADEMIE FÜR SPRACHE UND DICHTUNG JAHRBUCH 1971 / Deutsche Akademie für Sprache und Dichtung,0
독일 산업,0,0.000,Der Fall Deutschland / Piper,0
독일 산업,0,0.000,"Deutsche Flugschriften, Flugblätter, Gegenwartsalltag, Flugblätter der bürgerlichen Nationalgesichter / Adolf Leins/Franz-Martin Schmölz",0
독일 산업,0,0.000,Deutsche Kurzgeschichten I 9.-10. Schuljahr / Günter Lange,0
독일 산업,0,0.000,Deutsche Sprichwörter und Redensarten / Wolfgang Mieder,0
독일 산업,0,0.000,Deutsche für die Mittelstufe1 / Adler et.al,0
독일 산업,0,0.000,Deutschland. Ein Märchen / Wolf Biermann,0
독일 산업,0,0.000,Die Deutsche Sprache / Otto Behaghel,0
독일 산업,0,0.000,Die Partikeln der deutschen Sprache / Herald Weydt,0
독일 산업,0,0.000,Echtermeyer: Deutsche Gedichte / Benno von Wiese,0
독일 산업,0,0.000,Etymologie / Rüdiger Schmitt,0
독일 산업,0,0.000,Funktion und Geschichte deutscher Partikeln / Elke Hentschel,0
독일 산업,0,0.000,Germanistische Linguistik / bachelor-wissen,0
독일 산업,0,0.000,Geschichte der deutschen Sprache / Peter von Polenz,0
독일 산업,0,0.000,Gesetz über Gesellschaften mit beschränkter Haftung idF GmbH Nov 1980 / Fritz Schoenherr,0
독일 산업,0,0.000,Herrschafts- und Staatsbildung im Raum der heutigen Landkreise Brückenau und Hammelburg Studien zum Historischen Atlas von Bayern-Teil Franken / .,0
독일 산업,0,0.000,Jahrbuch 1997 / Hans-Jürgen Krumm,0
독일 산업,0,0.000,Kleines Deutschlandbuch für Ausländer / Rudolf Meldau,0
독일 산업,0,0.000,Komplex Österreich / Wolfgang Müller-Funk,0
독일 산업,0,0.000,Quo Vadis Fachhochschule? / HRK(Hochschulrektorenferenz),0
독일 산업,0,0.000,Stätten deutscher Kultur-Inseln in ruhloser Zeit / Adolfine Pertlik-Stegerl,0
독일 산업,0,0.000,Tatsachen über Deutschland / Frankfurter Societaetas-Medien GmbH,0
독일 산업,0,0.000,Tatsachen über Deutschland / Frankfurter Societaetas-Medien GmbH,0
독일 산업,0,0.000,Tatsachen über Deutschland / Frankfurter Societaetas-Medien GmbH,0
독일 산업,0,0.000,Thesen zur Planung und Errichtung von Gesamthochschulen / Aloys Henn Verlag Ratingen,0
독일 산업,0,0.000,Wien Wörtlich / Josef Weinheber,0
독일 산업,0,0.000,독일사회소설론 / 이정길교수 추모위원회,0
독일 산업,0,0.000,독일어문학 제 41집 16권 2호 2008 / 한국독일어문학회,0
독일 국제 관계,1,0.333,2/1998 Schwerpunkt: Deutsch zwischen den Kulturen / Hans-Jürgen Krumm,0
독일 국제 관계,1,0.333,Arbeitsmittel für den Deutschunterricht an Ausländer 1985 / Karin Wolff,0
독일 국제 관계,1,0.333,Arbeitsmittel für den Deutschunterricht an Ausländer 1986 / Sigbert Latzel,0
독일 국제 관계,1,0.333,Austrian foreign policy yearbook / Federal Ministry for Foreign Affairs,0
독일 국제 관계,1,0.333,Außenpolitischer Bericht / Bundesministerium für auswärtige Angelegenheiten,1
독일 국제 관계,1,0.333,Das Decameron / Heinrich Böll,0
독일 국제 관계,1,0.333,Das Nationalsozialistengesetz mit Verbotsgesetz / Dr. Egon Praunegger,0
독일 국제 관계,1,0.333,Der Fall Deutschland / Piper,0
독일 국제 관계,1,0.333,"Deutsche Flugschriften, Flugblätter, Gegenwartsalltag, Flugblätter der bürgerlichen Nationalgesichter / Adolf Leins/Franz-Martin Schmölz",0
독일 국제 관계,1,0.333,Deutsche und Juden / Wanda Kampmann,0
독일 국제 관계,1,0.333,Deutschland im 19. Jahrhundert / Manfred Görtemaker,0
독일 국제 관계,1,0.333,Deutschland. Ein Märchen / Wolf Biermann,0
독일 국제 관계,1,0.333,Deutschlands Wiederkehr - Eine ungeteilte Nachkriegsgeschichte 1945-1990 / Peter Bender,0
독일 국제 관계,1,0.333,Die Weimarer Republik 1918 1933 / Bracher/Funke/Jacobsen (Hrsg.),0
독일 국제 관계,1,0.333,Ein Land auf dem rechten Weg? / Günter Scheidl,0
독일 국제 관계,1,0.333,Etymologie / Rüdiger Schmitt,0
독일 국제 관계,1,0.333,Germanistik im Europäischen Hochschulraum / HRK(Hochschulrektorenferenz),0
독일 국제 관계,1,0.333,Geschichte der deutschen Sprache / Peter von Polenz,0
독일 국제 관계,1,0.333,Gesetz über Gesellschaften mit beschränkter Haftung idF GmbH Nov 1980 / Fritz Schoenherr,0
독일 국제 관계,1,0.333,Internationalisierungsstrategien der Fachhochschulen / HRK(Hochschulrektorenferenz),0
독일 국제 관계,1,0.333,Jahrbuch 1997 / Hans-Jürgen Krumm,0
독일 국제 관계,1,0.333,Kleines Deutschlandbuch für Ausländer / Rudolf Meldau,0
독일 국제 관계,1,0.333,"Korea, Germany and the European union / Gerhard Wahlers",0
독일 국제 관계,1,0.333,Protokolle 73/2 / Hrsg.v.Otto Breicha,0
독일 국제 관계,1,0.333,Quo Vadis Fachhochschule? / HRK(Hochschulrektorenferenz),0
독일 국제 관계,1,0.333,Studium und Forschung in Deutschland Förderungsmöglichkeiten für ausländische Hochschulangehörige / DAAD,0
독일 국제 관계,1,0.333,Tatsachen über Deutschland / Frankfurter Societaetas-Medien GmbH,0
독일 국제 관계,1,0.333,Tatsachen über Deutschland / Frankfurter Societaetas-Medien GmbH,0
독일 국제 관계,1,0.333,독일사회소설론 / 이정길교수 추모위원회,0
독일 국제 관계,1,0.333,외국인을 위한 독일어교본 / 독일어교육연구원,0
언어학개론,4,0.364,Einführung in die Linguistik / Karl-Dieter Bünting,1
언어학개론,4,0.364,Fehlerlinguistik / Dieter Cherubim,0
언어학개론,4,0.364,Grammatik der modernen deutschen Umgangssprache / Renate Luscher,0
언어학개론,4,0.364,"Grammatik, Semantik, Textlinguistik / Wilfried Kuerschner / Rüdiger Vogt",0
언어학개론,4,0.364,Grund- und Aufbauwortschatz Englisch / Gernot Häublein und Recs Jenkins,0
언어학개론,4,0.364,Komparastik - Jahrbuch der DGAVL 2000/2001 / DGAVL,0
언어학개론,4,0.364,Lexikon der Schprachwissenschaft / Hadumod Bussmann,0
언어학개론,4,0.364,Lexikon der Sprachwissenschaft / Hadumod Bußmann,1
언어학개론,4,0.364,Lexikon der Sprachwissenschaft / Hadumod Bußmann,1
언어학개론,4,0.364,"Lexikon der Sprachwissenschaft - Zweite, völlig neu bearbeitete Auflage / Hadumod Bußmann",1
언어학개론,4,0.364,Linguistische Probleme der Textanalyse / Hugo Moser,0
언어학개론,4,0.364,"Linguistische Propädeutik II. / Karl-Heinz Goettert, Wolfgang Herrlitz",0
언어학개론,4,0.364,Linguistisches Wörterbuch 2 / Theodor Lewandowski,0
언어학개론,4,0.364,Neuere Methoden der Semantik / Franz Hundsnurscher,0
언어학개론,4,0.364,Orientierung zur Textlinguistik / Hartwig Kalverkaemper,0
언어학개론,4,0.364,Poetik und Linguistik / Rolf Kloepfer,0
언어학개론,4,0.364,Semantis / Herbert E. Brekle,0
언어학개론,4,0.364,So kommt der Mensch zur Sprache / Dieter E. Zimmer,0
언어학개론,4,0.364,"Sprache, Mensch und Welt / Iwar Werlen",0
언어학개론,4,0.364,Sprachsystem und Sprachgebrauch II / Hugo Moser,0
언어학개론,4,0.364,Sprechen und Situation / Klaus Bayer,0
언어학개론,4,0.364,Terminologie zur neueren Linguistik / Werner Abraham,0
언어학개론,4,0.364,Textstrukturen. Sprache und Textbegriffe / Wolfram Kohrt,0
언어학개론,4,0.364,"Theorien vom Ursprung der Sprache II / Joachim Gessinger, Wolfert von Rahden",0
언어학개론,4,0.364,"Variabilität, Polysemie und Unschärfe der Wortbedeutung / Edgar W. Schneider",0
언어학개론,4,0.364,Wir müssen zusammen schreiben! / Renate Falstauer,0
언어학개론,4,0.364,Wortfeldforschung / Lothar Schmidt,0
언어학개론,4,0.364,Übersetzungswissenschaft / Wolfram Wilss,0
언어학개론,4,0.364,구조주의 통사론 / 클라우스 브링커,0
언어학개론,4,0.364,언어기호론 / 페터 슈미터 et al.,0
초급 문법,0,0.000,4/2000 Schwerpunkt: (Kindlicher) Fremdsprachenerwerb / Hans-Jürgen Krumm,0
초급 문법,0,0.000,ABC der schwachen Verben / Klaere Meil / Margit Arndt,0
초급 문법,0,0.000,Christoph Martin Wieland der Weisheitslehrer / Ludwig Fertig,0
초급 문법,0,0.000,Der Entwicklungsroman einer Idee / Heribert Brosthaus,0
초급 문법,0,0.000,"Der Erlkönig / Herder, Gryphius",0
초급 문법,0,0.000,Der Satz / Beat Louis Müller,0
초급 문법,0,0.000,Dictionary of 501 German Verbs / Henry Strutz,0
초급 문법,0,0.000,Einführung in die Linguistik / Karl-Dieter Bünting,0
초급 문법,0,0.000,Einführung in die Semiotik / Umberto Eco,0
초급 문법,0,0.000,Fragen der Strukturellen Syntax und der Kontrastiven Grammatik / Hugo Moser,0
초급 문법,0,0.000,Gernot Wolfgruber Herrenjahre Roman / Gernot Wolfgrube,0
초급 문법,0,0.000,Goethe-Parodien / Waltraud Wende,0
초급 문법,0,0.000,"Grammatik, Semantik, Textlinguistik / Wilfried Kuerschner / Rüdiger Vogt",0
초급 문법,0,0.000,Großmama packt aus / Irene Dische,0
초급 문법,0,0.000,Grund- und Aufbauwortschatz Englisch / Gernot Häublein und Recs Jenkins,0
초급 문법,0,0.000,Linguistische Probleme der Textanalyse / Hugo Moser,0
초급 문법,0,0.000,Linguistisches Wörterbuch 2 / Theodor Lewandowski,0
초급 문법,0,0.000,Miss Sara Sampson / G.E. Lessing,0
초급 문법,0,0.000,Neuere Methoden der Semantik / Franz Hundsnurscher,0
초급 문법,0,0.000,Prima Lectio. Erste Lateinische Lesestücke / Franz Peter Waiblinger,0
초급 문법,0,0.000,Provokative Rhetorik? Schlagfertigkeit! / Karsten Bredemeier,0
초급 문법,0,0.000,Sprechübungen / Irmgard Welthase,0
초급 문법,0,0.000,Stille in einer lauten Welt / Dieter Mittelsten Scheid,0
초급 문법,0,0.000,Terminologie zur neueren Linguistik / Werner Abraham,0
초급 문법,0,0.000,"Variabilität, Polysemie und Unschärfe der Wortbedeutung / Edgar W. Schneider",0
초급 문법,0,0.000,Wiener Werkstätte / Waltraud Neuwirth,0
초급 문법,0,0.000,Wir müssen zusammen schreiben! / Renate Falstauer,0
초급 문법,0,0.000,구조주의 통사론 / 클라우스 브링커,0
초급 문법,0,0.000,라틴어 문법 / 프레드릭 M.휠록,0
초급 문법,0,0.000,회상과 성찰(1c) / 이창복 교수 정년퇴임기념논문 간행위원회 편,0
독일어 사전,3,0.375,14/2010 Schwerpunkt: Mehrsprachigkeit und Sprachförderung Deutsch / Hans-Jürgen Krumm,0
독일어 사전,3,0.375,2/1998 Schwerpunkt: Deutsch zwischen den Kulturen / Hans-Jürgen Krumm,0
독일어 사전,3,0.375,ABC der starken Verben / Klaere Meil / Margit Arndt,0
독일어 사전,3,0.375,Althochdeutsches Wörterbuch / Rudolf Schützeichel,0
독일어 사전,3,0.375,Das Substantiv / Hugo Moser,0
독일어 사전,3,0.375,Der Grundwortschatz / Peter Kühn,0
독일어 사전,3,0.375,"Deutsch als Fremdsprache / Gert Henrici, Uwe Koreik",0
독일어 사전,3,0.375,Deutsch als Fremdsprache Programm 2007 / Andreas Langenscheidt,0
독일어 사전,3,0.375,"Deutsch als Fremdsprache Teil 1 / Sigbert Latzel, Wolf Dieter Ortmann",0
독일어 사전,3,0.375,Deutsch als Fremdsprache1 B / Korbinian Braun et.al,0
독일어 사전,3,0.375,Deutsche Grammatik kurz / Hans-Werner Große,0
독일어 사전,3,0.375,Deutsche Satzsemantik / Peter von Polenz,0
독일어 사전,3,0.375,Die deutsche Literatur in Text und Darstellung Barock / Otto F.Best,0
독일어 사전,3,0.375,Etymologie / Rüdiger Schmitt,0
독일어 사전,3,0.375,Etymologisches Wörterbuch der deutschen Sprache / Friedrich Kluge,1
독일어 사전,3,0.375,Gedanken Glosser Deutscher / Hans Fratscher,0
독일어 사전,3,0.375,German Dictionary / Oxford,1
독일어 사전,3,0.375,Germanistische Linguistik / bachelor-wissen,0
독일어 사전,3,0.375,"Grammatik der deutschen Sprache / Schulz, Griesbach",0
독일어 사전,3,0.375,Grundwortschatz der deutschen Sprache / Kosaras Istvan,0
독일어 사전,3,0.375,Kleines Valenzlexikon deutscher Verben / Ulrich Englen / Helmut Schumacher,0
독일어 사전,3,0.375,Mittelhochdeutsche Grammatik / Paul / Moser / Schroebler,0
독일어 사전,3,0.375,Texte zum lesen und Nacherzählen / Hans-Joachim Arndt,0
독일어 사전,3,0.375,Vorfeldforschung / Lothar Schmidt,0
독일어 사전,3,0.375,Wie Sag ich's auf deutsch? / Gerhard Kaufmann,0
독일어 사전,3,0.375,Wortbildung der deutschen Gegenwartssprache / Wolfgang Fleischer,0
독일어 사전,3,0.375,"獨文活用研究 (독문활용연구) / 金潤涉 (김윤섭), 金光堯 (김광요)",0
독일어 사전,3,0.375,독일사회소설론 / 오한진,0
독일어 사전,3,0.375,독일어변화 사전 / 청록편집부,1
독일어 사전,3,0.375,외국인을 위한 독일어교본 / 독일어교육연구원,0
독일어 인명 사전,0,0.000,2/1998 Schwerpunkt: Deutsch zwischen den Kulturen / Hans-Jürgen Krumm,0
독일어 인명 사전,0,0.000,A Grammer of contemporary German / Renate Luscher et.al,0
독일어 인명 사전,0,0.000,Althochdeutsches Wörterbuch / Rudolf Schützeichel,0
독일어 인명 사전,0,0.000,Der Grundwortschatz / Peter Kühn,0
독일어 인명 사전,0,0.000,"Deutsch als Fremdsprache / Gert Henrici, Uwe Koreik",0
독일어 인명 사전,0,0.000,Deutsch als Fremdsprache Programm 2007 / Andreas Langenscheidt,0
독일어 인명 사전,0,0.000,"Deutsch als Fremdsprache Teil 1 / Sigbert Latzel, Wolf Dieter Ortmann",0
독일어 인명 사전,0,0.000,Deutsch als Fremdsprache1 B / Korbinian Braun et.al,0
독일어 인명 사전,0,0.000,Deutsche Grammatik kurz / Hans-Werner Große,0
독일어 인명 사전,0,0.000,Deutsche Kurzgeschichten 2.-3. Schuljahr / Winfried Ulrich,0
독일어 인명 사전,0,0.000,Deutsche Kurzgeschichten 5.-6. Schuljahr / Winfried Ulrich,0
독일어 인명 사전,0,0.000,Deutsche Satzsemantik / Peter von Polenz,0
독일어 인명 사전,0,0.000,"Deutschland, Deutschland, über alles... / Bertolt Brecht",0
독일어 인명 사전,0,0.000,Die deutsche Literatur in Text und Darstellung Barock / Otto F.Best,0
독일어 인명 사전,0,0.000,Die österreichische Literatur ist keineswegs ein bloßer Wurmfortsatz der deutschen / Selcuk Ünlü et al.,0
독일어 인명 사전,0,0.000,Echtermeyer: Deutsche Gedichte / Benno von Wiese,0
독일어 인명 사전,0,0.000,Etymologie / Rüdiger Schmitt,0
독일어 인명 사전,0,0.000,Germanistische Linguistik / bachelor-wissen,0
독일어 인명 사전,0,0.000,"Grammatik der deutschen Sprache / Schulz, Griesbach",0
독일어 인명 사전,0,0.000,Grundwortschatz der deutschen Sprache / Kosaras Istvan,0
독일어 인명 사전,0,0.000,Kleines Valenzlexikon deutscher Verben / Ulrich Englen / Helmut Schumacher,0
독일어 인명 사전,0,0.000,Lexikon deutschsprachiger Schriftsteller / Kurt Böttcher,0
독일어 인명 사전,0,0.000,Mittelhochdeutsche Grammatik / Paul / Moser / Schroebler,0
독일어 인명 사전,0,0.000,Versuch einer germanistischen Ideologiekritik / Bernd Peschken,0
독일어 인명 사전,0,0.000,Watten / Thomas Bernhard,0
독일어 인명 사전,0,0.000,Wie Sag ich's auf deutsch? / Gerhard Kaufmann,0
독일어 인명 사전,0,0.000,Wortbildung der deutschen Gegenwartssprache / Wolfgang Fleischer,0
독일어 인명 사전,0,0.000,독일 국민에게 고함 / Johann Gottlieb Fichte,0
독일어 인명 사전,0,0.000,독일사회소설론 / 오한진,0
독일어 인명 사전,0,0.000,외국인을 위한 독일어교본 / 독일어교육연구원,0
화용론,0,0.000,Abenteuer im Wirklichen oder Die Gegenwart unserer Klassiker / Gert Ueding,0
화용론,0,0.000,Abgerannt - Unsere Zukunft nach dem Schulden-Kollaps / Hanno Beck und Aloys Prinz,0
화용론,0,0.000,Amphitryon / Heinrich von Kleist,0
화용론,0,0.000,Christoph Martin Wieland der Weisheitslehrer / Ludwig Fertig,0
화용론,0,0.000,Das Gedächtnis des Körpers / 강두식 et al.,0
화용론,0,0.000,Der Ackermann aus Böhmen / Johannes von Tepl,0
화용론,0,0.000,Der Böse Geist Lumpazivagabundus / Johann Nestroy,0
화용론,0,0.000,"Der Erlkönig / Herder, Gryphius",0
화용론,0,0.000,Der Fremdling und der Weise aus dem Morgenland / Friedrich Zelle,0
화용론,0,0.000,Der Fremdling und der Weise aus dem Morgenland / Friedrich Zelle,0
화용론,0,0.000,Der Sandmann / E. T. A. Hoffmann,0
화용론,0,0.000,"Der Sandmann, Das öde Haus / E.T.A. Hoffmann",0
화용론,0,0.000,Der Schimmelreiter / Theodor Storm,0
화용론,0,0.000,Der Wetterhähne des Glücks. Die Totenklage und ihre Erben von Kärnten bis zum Karst / Josef Winkler,0
화용론,0,0.000,Der goldne Topf / E.T.A. Hoffmann,0
화용론,0,0.000,Die drei Schmiede ihres Schicksals / Adalbert Stifter,0
화용론,0,0.000,Diebe / Dea Loher ,0
화용론,0,0.000,Georgica Vom Landbau / P. Vergilius Maro,0
화용론,0,0.000,Helmbrecht / Wernher der Gärtner,0
화용론,0,0.000,Momo / Wolfdietrich Rasch,0
화용론,0,0.000,Nachkommenschaften / Adalbert Stifter,0
화용론,0,0.000,Protokolle 71/1 / Hrsg.v.Otto Breicha,0
화용론,0,0.000,Reflexion und Desintegration-Zur Identitätsproblematik im Wert Georg Büchners / U-Tag Yang,0
화용론,0,0.000,Satyricon / Petron,0
화용론,0,0.000,Spuritual Dryness / Walter Trobisch,0
화용론,0,0.000,Stifter Vorrede zu Bunte Steine; Kalkstein / Adalbert Stifter,0
화용론,0,0.000,Sämtliche Werke in zwei Bänden: Band I / Theodor Storm,0
화용론,0,0.000,Vom Bauchnabel abwärts: Das Gesundheitsbuch für den Mann / A. Reitz,0
화용론,0,0.000,도스토예프스키 장편소설 연구 -겸허와 오만의 인간학- / 김욱동,0
화용론,0,0.000,회상과 성찰(1d) / 이창복 교수 정년퇴임기념논문 간행위원회 편,0
